Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-11,275.00921630859375,307.8505554199219,189.8184814453125,688.3021850585938,52.28712463378906,275.5,310.82000732421875,190.0500030517578,691.9600219726562,52.7400016784668,280.17999267578125,325.2799987792969,193.25999450683594,697.1400146484375,53.93000030517578,274.45001220703125,308.7300109863281,188.77000427246094,689.1799926757812,52.689998626708984,274.70001220703125,323.239990234375,192.4499969482422,696.3900146484375,53.66999816894531,51931300,8703500,144192700,76353900,60339900
2026-02-12,261.2637634277344,299.7487487792969,186.7122802734375,677.668701171875,51.24613952636719,261.7300109863281,302.6400146484375,186.94000244140625,681.27001953125,51.689998626708984,275.7200012207031,313.6199951171875,193.61000061035156,695.3499755859375,53.11000061035156,260.17999267578125,300.0199890136719,186.50999450683594,680.3699951171875,51.43000030517578,275.5899963378906,312.2799987792969,193.02999877929688,694.239990234375,52.900001525878906,81077200,13443400,189932500,118829000,94645100
2026-02-13,255.32435607910156,299.6595764160156,182.58731079101562,678.1461181640625,51.20648193359375,255.77999877929688,302.54998779296875,182.80999755859375,681.75,51.650001525878906,262.2300109863281,304.2900085449219,187.5,686.280029296875,51.93000030517578,255.4499969482422,296.5199890136719,181.58999633789062,677.52001953125,51.25,262.010009765625,298.5199890136719,187.47999572753906,681.6900024414062,51.54999923706055,56290700,9114500,161888000,96267500,56449300
2026-02-17,263.4099426269531,304.1958312988281,184.7446746826172,679.2402954101562,51.75176239013672,263.8800048828125,307.1300048828125,184.97000122070312,682.8499755859375,52.20000076293945,266.2900085449219,308.239990234375,187.14999389648438,684.9400024414062,52.40999984741211,255.5399932861328,302.5,179.17999267578125,675.780029296875,51.81999969482422,258.04998779296875,302.760009765625,181.75,680.1400146484375,51.81999969482422,58469100,8896800,162276900,81354700,54064700
2026-02-18,263.8791198730469,305.8300476074219,187.75099182128906,682.662109375,52.13841247558594,264.3500061035156,308.7799987792969,187.97999572753906,686.2899780273438,52.59000015258789,266.82000732421875,312.2799987792969,190.3699951171875,689.1500244140625,52.779998779296875,262.45001220703125,307.2200012207031,186.75999450683594,682.8300170898438,52.279998779296875,263.6000061035156,308.4599914550781,188.75,684.02001953125,52.349998474121094,34203300,7209600,164749100,73570300,45224000
2026-02-19,260.11578369140625,305.10699462890625,187.6710968017578,680.8616333007812,51.70219039916992,260.5799865722656,308.04998779296875,187.89999389648438,684.47998046875,52.150001525878906,264.4800109863281,309.17999267578125,188.42999267578125,686.1799926757812,52.380001068115234,260.04998779296875,305.1199951171875,185.66000366210938,681.5499877929688,51.7400016784668,262.6000061035156,307.1700134277344,187.05999755859375,683.8400268554688,52.13999938964844,30845300,6737700,126554500,58649400,47344400
2026-02-20,264.1086730957031,307.82086181640625,189.58877563476562,685.7855834960938,52.03927230834961,264.5799865722656,310.7900085449219,189.82000732421875,689.4299926757812,52.4900016784668,264.75,311.0,190.3300018310547,690.0599975585938,52.5,258.1600036621094,305.67999267578125,185.94000244140625,681.72998046875,51.720001220703125,258.9700012207031,308.3999938964844,186.57000732421875,682.3200073242188,52.040000915527344,42070500,7792700,178422300,100034000,52934100
2026-02-23,265.705810546875,294.8262023925781,191.31666564941406,678.7827758789062,50.29438400268555,266.17999267578125,297.6700134277344,191.5500030517578,682.3900146484375,50.72999954223633,269.42999267578125,311.0,193.9499969482422,690.0,52.470001220703125,263.3800048828125,295.1000061035156,189.5800018310547,680.3699951171875,50.63999938964844,263.489990234375,308.79998779296875,191.39999389648438,687.8300170898438,52.189998626708984,37308200,12955400,171584800,90558100,94600400
2026-02-24,271.6552429199219,294.459716796875,192.61508178710938,683.7164916992188,50.542236328125,272.1400146484375,297.29998779296875,192.85000610351562,687.3499755859375,50.97999954223633,274.8900146484375,299.75,193.77000427246094,688.3499755859375,51.18000030517578,267.7099914550781,291.3800048828125,187.39999389648438,680.0,50.2400016784668,267.8599853515625,296.82000732421875,191.49000549316406,681.9000244140625,50.45000076293945,47014600,13554100,175123600,73798700,64114100
2026-02-25,273.74151611328125,300.40240478515625,195.32176208496094,689.4859008789062,51.42459487915039,274.2300109863281,303.29998779296875,195.55999755859375,693.1500244140625,51.869998931884766,274.94000244140625,303.6600036621094,197.6300048828125,693.6799926757812,51.88999938964844,271.04998779296875,297.010009765625,193.7899932861328,690.0999755859375,51.16999816894531,271.7799987792969,298.6400146484375,194.4499969482422,690.1799926757812,51.2400016784668,33714300,8095500,250637100,56369500,47652800
2026-02-26,272.4637756347656,303.20538330078125,184.66476440429688,685.6561889648438,52.0491828918457,272.95001220703125,306.1300048828125,184.88999938964844,689.2999877929688,52.5,276.1099853515625,309.010009765625,194.2899932861328,693.2999877929688,52.65999984741211,270.79998779296875,303.6400146484375,184.32000732421875,684.3499755859375,51.97999954223633,274.95001220703125,304.5799865722656,194.27000427246094,693.280029296875,52.06999969482422,32345100,7007800,360807900,71671000,60884300
