Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF,AAPL,JPM,NVDA,SPY,XLF
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-14,259.25433349609375,304.9287414550781,182.91688537597656,686.7106323242188,53.685020446777344,259.9599914550781,307.8699951171875,183.13999938964844,690.3599853515625,54.150001525878906,261.82000732421875,311.760009765625,184.4600067138672,691.719970703125,54.18000030517578,256.7099914550781,306.1199951171875,180.8000030517578,686.0399780273438,53.689998626708984,259.489990234375,308.20001220703125,184.32000732421875,691.0,54.04999923706055,40019400,25951500,159586100,94676700,59754600
2026-01-15,257.5090637207031,306.30548095703125,186.8221435546875,688.5806884765625,53.90312576293945,258.2099914550781,309.260009765625,187.0500030517578,692.239990234375,54.369998931884766,261.0400085449219,312.94000244140625,189.6999969482422,695.4500122070312,54.70000076293945,257.04998779296875,307.75,186.3300018310547,691.25,54.209999084472656,260.6499938964844,308.4700012207031,186.5,694.5700073242188,54.220001220703125,39388600,14751400,206188600,77862000,48490800
2026-01-16,254.8363494873047,309.48480224609375,186.0031280517578,688.0037231445312,53.9725227355957,255.52999877929688,312.4700012207031,186.22999572753906,691.6599731445312,54.439998626708984,258.8999938964844,317.2099914550781,190.44000244140625,694.25,54.7599983215332,254.92999267578125,310.0,186.0800018310547,690.0999755859375,54.290000915527344,257.8999938964844,310.3500061035156,189.0800018310547,693.6599731445312,54.369998931884766,72142800,14652500,187967200,79289200,44363200
2026-01-20,246.0303192138672,299.8477478027344,177.8530731201172,673.9981689453125,52.7431755065918,246.6999969482422,302.739990234375,178.07000732421875,677.5800170898438,53.20000076293945,254.7899932861328,311.1499938964844,182.3800048828125,684.77001953125,54.11000061035156,243.4199981689453,301.8599853515625,177.61000061035156,676.5700073242188,53.099998474121094,252.72999572753906,306.2099914550781,181.89999389648438,681.489990234375,53.61000061035156,80267500,12900600,223345300,111623300,57030800
2026-01-21,246.97775268554688,299.15447998046875,183.09669494628906,681.77685546875,53.000938415527344,247.64999389648438,302.0400085449219,183.32000732421875,685.4000244140625,53.459999084472656,251.55999755859375,305.3999938964844,185.3800048828125,688.739990234375,53.83000183105469,245.17999267578125,301.1499938964844,178.39999389648438,678.1300048828125,53.2400016784668,248.6999969482422,303.42999267578125,179.0500030517578,679.6500244140625,53.369998931884766,54641700,10270100,200381000,127844500,49360300
2026-01-22,247.67584228515625,300.729248046875,184.6148223876953,685.3379516601562,53.347938537597656,248.35000610351562,303.6300048828125,184.83999633789062,688.97998046875,53.810001373291016,251.0,308.20001220703125,186.1699981689453,691.1300048828125,54.04999923706055,248.14999389648438,302.8999938964844,183.92999267578125,686.9199829101562,53.63999938964844,249.1999969482422,304.8599853515625,184.75,689.8499755859375,53.650001525878906,39708300,10535800,139636600,77112200,46919300
2026-01-23,247.36668395996094,294.875732421875,187.44137573242188,685.5865478515625,52.614288330078125,248.0399932861328,297.7200012207031,187.6699981689453,689.22998046875,53.06999969482422,249.41000366210938,302.3699951171875,189.60000610351562,690.9600219726562,53.5099983215332,244.67999267578125,296.510009765625,186.82000732421875,687.1599731445312,52.880001068115234,247.32000732421875,302.0,187.5,688.1500244140625,53.4900016784668,41689000,11107900,142748100,63059600,47057500
2026-01-26,254.7166748046875,298.1640319824219,186.2428436279297,689.0680541992188,52.95137023925781,255.41000366210938,301.0400085449219,186.47000122070312,692.72998046875,53.40999984741211,256.55999755859375,301.7799987792969,189.1199951171875,694.1300048828125,53.54999923706055,249.8000030517578,297.45001220703125,185.99000549316406,689.9199829101562,53.09000015258789,251.47999572753906,297.80999755859375,187.16000366210938,690.489990234375,53.099998474121094,55969200,11752700,124799600,60473800,31072700
2026-01-27,257.5688781738281,297.44097900390625,188.29034423828125,691.8134765625,52.544891357421875,258.2699890136719,300.30999755859375,188.52000427246094,695.489990234375,53.0,261.95001220703125,301.9700012207031,190.0,696.530029296875,53.43000030517578,258.2099914550781,298.1499938964844,185.6999969482422,693.5700073242188,52.84000015258789,259.1700134277344,301.3299865722656,187.24000549316406,694.1799926757812,53.31999969482422,49648300,11527400,143711600,55506100,38633700
2026-01-28,255.74388122558594,297.89654541015625,191.2866973876953,691.7438354492188,52.534976959228516,256.44000244140625,300.7699890136719,191.52000427246094,695.4199829101562,52.9900016784668,258.8599853515625,301.9200134277344,192.35000610351562,697.8400268554688,53.209999084472656,254.50999450683594,298.04998779296875,189.83999633789062,693.9400024414062,52.7599983215332,257.6499938964844,300.2699890136719,191.27000427246094,697.0499877929688,52.93000030517578,41288000,9556700,148552700,61172200,45450800
2026-01-29,257.5788879394531,303.49261474609375,192.27548217773438,690.3711547851562,53.09016799926758,258.2799987792969,306.4200134277344,192.50999450683594,694.0399780273438,53.54999923706055,259.6499938964844,306.8299865722656,193.47999572753906,697.0599975585938,53.630001068115234,254.41000366210938,302.2200012207031,186.05999755859375,684.8300170898438,52.9900016784668,258.0,302.3999938964844,191.33999633789062,696.3900146484375,53.31999969482422,67253000,11580000,171764400,97486200,51975400
2026-01-30,258.775634765625,302.9676818847656,190.8971710205078,688.3120727539062,52.981109619140625,259.4800109863281,305.8900146484375,191.1300048828125,691.969970703125,53.439998626708984,261.8999938964844,307.92999267578125,194.49000549316406,694.2100219726562,53.65999984741211,252.17999267578125,302.55999755859375,189.47000122070312,687.1199951171875,53.02000045776367,255.1699981689453,305.25,191.2100067138672,691.7899780273438,53.380001068115234,92443400,11953200,179489500,101835100,42767000
2026-02-02,269.2770690917969,305.1961669921875,185.38389587402344,691.7339477539062,53.566043853759766,270.010009765625,308.1400146484375,185.61000061035156,695.4099731445312,54.029998779296875,270.489990234375,309.29998779296875,190.3000030517578,696.9299926757812,54.09000015258789,259.2099914550781,301.3699951171875,184.8800048828125,689.4199829101562,53.20000076293945,260.0299987792969,304.4599914550781,187.1999969482422,689.5800170898438,53.45000076293945,73913400,9839400,165794100,79286500,48031500
2026-02-03,268.7485046386719,311.8420715332031,180.12030029296875,685.885009765625,53.07033920288086,269.4800109863281,314.8500061035156,180.33999633789062,689.530029296875,53.529998779296875,271.8800048828125,316.25,186.27000427246094,696.9600219726562,54.16999816894531,267.6099853515625,309.1000061035156,176.22999572753906,684.030029296875,53.15999984741211,269.20001220703125,309.7300109863281,186.24000549316406,696.2100219726562,53.720001220703125,64394700,12688000,204019600,107904600,66887100
2026-02-04,275.73944091796875,314.23895263671875,173.97779846191406,682.5626831054688,53.49664306640625,276.489990234375,317.2699890136719,174.19000244140625,686.1900024414062,53.959999084472656,278.95001220703125,319.30999755859375,179.5800018310547,691.4500122070312,54.18000030517578,272.2900085449219,314.4100036621094,171.91000366210938,681.760009765625,53.400001525878906,272.2900085449219,314.4100036621094,179.4600067138672,690.3499755859375,53.5099983215332,90545700,9848800,207014100,105204600,59506400
2026-02-05,275.1610107421875,307.1968688964844,171.6706085205078,674.0379638671875,52.8323974609375,275.9100036621094,310.1600036621094,171.8800048828125,677.6199951171875,53.290000915527344,279.5,316.010009765625,176.82000732421875,683.6900024414062,54.060001373291016,273.2300109863281,305.5400085449219,171.02999877929688,675.7899780273438,53.18000030517578,278.1300048828125,315.0,174.92999267578125,680.9400024414062,53.939998626708984,52977400,9388000,206312900,113610800,64475000
2026-02-06,277.3650207519531,319.3199462890625,185.1841278076172,686.96923828125,53.794071197509766,278.1199951171875,322.3999938964844,185.41000366210938,690.6199951171875,54.2599983215332,280.9100036621094,324.25,187.0,692.3099975585938,54.349998474121094,276.92999267578125,314.7099914550781,174.60000610351562,680.8499755859375,53.83000183105469,277.1199951171875,314.7099914550781,176.69000244140625,681.4600219726562,53.83000183105469,50453400,17797400,231346200,89127600,53073800
2026-02-09,274.13079833984375,319.0228271484375,189.80848693847656,690.2816772460938,53.4768180847168,274.6199951171875,322.1000061035156,190.0399932861328,693.9500122070312,53.939998626708984,278.20001220703125,326.3999938964844,193.66000366210938,695.8699951171875,54.38999938964844,271.70001220703125,320.1099853515625,183.9499969482422,688.3400268554688,53.900001525878906,277.9100036621094,321.3399963378906,184.25999450683594,689.4199829101562,54.08000183105469,44623400,11477500,196387400,73885200,31699900
2026-02-10,273.19244384765625,315.2392883300781,188.31031799316406,688.4613037109375,53.09016799926758,273.67999267578125,318.2799987792969,188.5399932861328,692.1199951171875,53.54999923706055,275.3699951171875,326.1300048828125,192.47999572753906,696.5399780273438,54.2599983215332,272.94000244140625,315.1199951171875,188.1199951171875,691.6599731445312,53.119998931884766,274.8900146484375,322.54998779296875,191.3800048828125,694.9500122070312,53.70000076293945,34376900,9902200,136764800,65185700,57920800
